Product,Category,Cost,Discount,Quantity,SalesDate,CustomerID,CustomerReview,SalesPrice
Running Shoes,Store,400.64,9.54,5,2023-09-16,Customer_3,2806,362.418944
Running Shoes,Online,50.72,1.64,9,2023-10-06,Customer_1,2161,49.888192
Microwave,Online,163.86,9.12,5,2023-09-20,Customer_2,8133,148.91596800000002
Smartphone,Promotions,276.52,1.57,9,2023-09-30,Customer_3,2222,272.178636
Yoga Mat,Store,471.05,1.45,1,2023-10-27,Customer_1,3568,464.219775
Desk Lamp,Store,314.13,4.57,8,2023-09-22,Customer_2,4782,299.774259
Bluetooth Speaker,Online,52.69,8.86,10,2023-11-08,Customer_3,3474,48.021665999999996
Cookware Set,Online,314.6,8.28,7,2023-10-08,Customer_1,3598,288.55112
Travel Mug,Store,453.76,3.14,6,2023-09-15,Customer_2,6505,439.511936
Candle Holder,Online,442.44,4.36,5,2023-11-03,Customer_3,8269,423.149616
Desk Lamp,Promotions,472.78,8.64,9,2023-10-30,Customer_1,7316,431.931808
T-shirt,Store,151.88,8.76,8,2023-10-06,Customer_2,7987,138.575312
Novel,Promotions,189.6,5.27,10,2023-11-05,Customer_3,7372,179.60808
Backpack,Promotions,308.98,4.88,3,2023-10-07,Customer_1,3122,293.90177600000004
Travel Mug,Gifts,408.19,7.8,3,2023-10-02,Customer_2,134,376.35118
Running Shoes,Store,420.32,5.08,7,2023-10-15,Customer_3,1476,398.967744
Travel Mug,Gifts,411.01,3.03,6,2023-09-19,Customer_1,7064,398.556397
Coffee Maker,Store,53.97,3.46,4,2023-11-12,Customer_2,7161,52.102638
Yoga Mat,Gifts,409.83,7.89,3,2023-09-16,Customer_3,7033,377.494413
Travel Mug,Promotions,374.95,2.51,5,2023-11-10,Customer_1,5092,365.538755
Backpack,Gifts,482.34,4.17,4,2023-10-12,Customer_2,1312,462.22642199999996
Sunglasses,Gifts,350.52,5.9,6,2023-10-17,Customer_3,1063,329.83932
Travel Mug,Online,156.13,1.33,4,2023-09-24,Customer_1,988,154.053471
Yoga Mat,Online,151.44,9.56,7,2023-11-02,Customer_2,9076,136.962336
Yoga Mat,Gifts,337.8,7.5,7,2023-10-23,Customer_3,3971,312.46500000000003
Novel,Promotions,53.16,7.27,4,2023-10-19,Customer_1,1136,49.295268
Sunglasses,Online,479.99,2.66,9,2023-09-23,Customer_2,7907,467.222266
Candle Holder,Store,390.52,9.12,6,2023-10-12,Customer_3,6377,354.904576
Yoga Mat,Promotions,202.33,6.95,10,2023-09-25,Customer_1,797,188.268065
Gaming Console,Gifts,131.23,6.42,4,2023-09-18,Customer_2,8568,122.80503399999999
T-shirt,Online,53.84,6.0,3,2023-11-01,Customer_3,8934,50.6096
Novel,Online,432.85,6.9,5,2023-10-02,Customer_1,3235,402.98335000000003
Gaming Console,Online,128.84,4.18,1,2023-10-09,Customer_2,1259,123.454488
Gaming Console,Store,372.01,2.66,1,2023-11-01,Customer_3,2461,362.114534
Desk Lamp,Gifts,160.38,8.32,7,2023-11-07,Customer_1,6702,147.036384
Coffee Maker,Gifts,494.83,8.19,3,2023-11-05,Customer_2,2759,454.303423
Coffee Maker,Gifts,363.51,8.37,4,2023-10-20,Customer_3,3356,333.084213
Desk Lamp,Gifts,342.81,2.0,1,2023-10-16,Customer_1,9410,335.9538
Smartphone,Store,498.52,9.81,2,2023-10-01,Customer_2,9333,449.615188
Gaming Console,Gifts,442.81,4.35,1,2023-11-06,Customer_3,8073,423.547765
Yoga Mat,Promotions,109.65,8.21,10,2023-10-07,Customer_1,5239,100.64773500000001
Air Purifier,Gifts,186.31,8.71,10,2023-10-06,Customer_2,7423,170.082399
Cookware Set,Online,497.63,9.07,7,2023-09-15,Customer_3,360,452.494959
Yoga Mat,Promotions,184.59,3.55,2,2023-09-19,Customer_1,1230,178.037055
Candle Holder,Promotions,79.25,3.49,7,2023-11-12,Customer_2,9831,76.484175
Bluetooth Speaker,Gifts,241.88,8.67,3,2023-11-10,Customer_3,2230,220.90900399999998
Novel,Online,105.8,8.68,8,2023-10-07,Customer_1,2441,96.61655999999999
Gaming Console,Store,424.69,2.1,5,2023-09-27,Customer_2,3172,415.77151
Desk Lamp,Gifts,188.68,6.22,6,2023-10-24,Customer_3,283,176.944104
Headphones,Online,421.16,3.47,4,2023-09-16,Customer_1,2135,406.545748
Novel,Gifts,96.79,9.76,3,2023-11-09,Customer_2,7142,87.34329600000001
Gaming Console,Promotions,419.43,7.06,6,2023-11-09,Customer_3,2999,389.818242
Laptop,Store,196.68,1.88,7,2023-10-01,Customer_1,8414,192.982416
Desk Lamp,Promotions,452.02,8.41,9,2023-10-14,Customer_2,7019,414.005118
Microwave,Store,354.96,6.48,9,2023-11-01,Customer_3,6398,331.95859199999995
Digital Camera,Online,140.14,2.57,9,2023-11-11,Customer_1,325,136.538402
T-shirt,Store,212.35,9.26,5,2023-11-04,Customer_2,6974,192.68639
Backpack,Promotions,332.68,5.94,5,2023-09-26,Customer_3,7272,312.918808
Air Purifier,Promotions,80.03,7.06,4,2023-10-08,Customer_1,5053,74.379882
Cookware Set,Store,357.36,7.1,10,2023-10-16,Customer_2,674,331.98744
Desk Lamp,Gifts,329.58,3.91,4,2023-10-20,Customer_3,8945,316.693422
Cookware Set,Store,457.21,8.96,4,2023-10-06,Customer_1,2841,416.24398399999995
Sunglasses,Promotions,217.94,5.75,2,2023-11-10,Customer_2,8776,205.40845
Bluetooth Speaker,Promotions,477.61,7.68,7,2023-11-07,Customer_3,5924,440.929552
Headphones,Online,264.94,8.62,10,2023-10-02,Customer_1,7737,242.102172
Sunglasses,Gifts,340.29,5.82,3,2023-10-13,Customer_2,946,320.48512200000005
Sunglasses,Gifts,228.22,4.06,2,2023-10-16,Customer_3,2637,218.954268
Bluetooth Speaker,Online,179.74,3.61,3,2023-10-12,Customer_1,6118,173.251386
Travel Mug,Store,51.0,6.59,8,2023-11-11,Customer_2,3838,47.6391
Candle Holder,Online,292.93,7.91,8,2023-11-01,Customer_3,2946,269.759237
Cookware Set,Store,231.68,8.9,6,2023-10-09,Customer_1,5653,211.06048
Novel,Online,350.06,5.26,8,2023-11-09,Customer_2,6295,331.646844
Travel Mug,Store,365.47,1.32,5,2023-09-23,Customer_3,9670,360.645796
Air Purifier,Online,223.0,7.15,10,2023-09-15,Customer_1,5713,207.0555
Desk Lamp,Gifts,61.81,6.89,2,2023-10-15,Customer_2,7051,57.551291000000006
Bluetooth Speaker,Promotions,271.03,4.82,3,2023-09-15,Customer_3,9690,257.96635399999997
Candle Holder,Promotions,201.01,5.03,10,2023-09-19,Customer_1,4803,190.899197
T-shirt,Store,144.0,6.46,9,2023-10-29,Customer_2,6811,134.6976
Laptop,Store,101.51,4.95,4,2023-10-31,Customer_3,3561,96.48525500000001
Air Purifier,Promotions,214.01,6.42,8,2023-09-20,Customer_1,4264,200.270558
Microwave,Online,353.29,6.59,8,2023-09-27,Customer_2,9355,330.008189
Desk Lamp,Gifts,317.13,3.1,1,2023-10-11,Customer_3,5884,307.29897
Backpack,Online,191.65,5.31,2,2023-10-25,Customer_1,4884,181.473385
Gaming Console,Online,445.91,8.2,7,2023-10-10,Customer_2,763,409.34538000000003
Travel Mug,Promotions,233.56,1.21,9,2023-10-17,Customer_3,4693,230.733924
T-shirt,Gifts,145.77,6.67,9,2023-10-28,Customer_1,9127,136.047141
Running Shoes,Store,303.29,1.39,8,2023-10-02,Customer_2,2426,299.074269
Novel,Store,179.57,8.03,4,2023-09-25,Customer_3,5429,165.150529
Headphones,Promotions,351.78,8.84,7,2023-09-27,Customer_1,5695,320.682648
Digital Camera,Store,215.57,7.23,4,2023-10-25,Customer_2,7461,199.984289
Yoga Mat,Promotions,421.25,1.35,10,2023-10-25,Customer_3,3520,415.563125
Cookware Set,Online,440.08,8.14,7,2023-10-11,Customer_1,2371,404.25748799999997
Microwave,Gifts,260.13,8.13,2,2023-10-28,Customer_2,9040,238.981431
Candle Holder,Store,109.43,3.39,9,2023-11-06,Customer_3,6981,105.72032300000001
Digital Camera,Gifts,343.6,6.43,10,2023-09-28,Customer_1,6983,321.50652
T-shirt,Promotions,367.29,9.4,8,2023-09-22,Customer_2,6808,332.76474
Cookware Set,Online,159.03,8.62,6,2023-11-10,Customer_3,1590,145.321614
Microwave,Gifts,311.28,4.4,5,2023-10-24,Customer_1,8065,297.58367999999996
Travel Mug,Online,393.48,1.0,1,2023-09-20,Customer_2,8166,389.5452
T-shirt,Promotions,51.92,3.29,3,2023-11-12,Customer_3,6997,50.211832
T-shirt,Gifts,91.42,6.69,7,2023-09-26,Customer_1,1375,85.304002
Desk Lamp,Promotions,186.39,9.92,7,2023-10-29,Customer_2,7176,167.90011199999998
Smartphone,Store,416.47,5.39,10,2023-10-09,Customer_3,1071,394.02226700000006
T-shirt,Promotions,299.86,9.89,4,2023-10-24,Customer_1,1561,270.203846
Novel,Store,262.09,8.37,8,2023-10-05,Customer_2,4476,240.15306699999996
Coffee Maker,Promotions,60.76,8.9,8,2023-11-13,Customer_3,7469,55.35236
Smartphone,Gifts,85.78,7.65,2,2023-11-07,Customer_1,8628,79.21783
Headphones,Online,118.41,5.94,10,2023-11-02,Customer_2,1766,111.376446
Smartphone,Online,499.31,4.97,9,2023-09-18,Customer_3,7472,474.494293
Bluetooth Speaker,Gifts,430.91,5.8,5,2023-11-06,Customer_1,4430,405.91722000000004
Novel,Store,58.94,5.11,10,2023-09-17,Customer_2,3660,55.928166
Novel,Promotions,441.58,9.7,7,2023-10-13,Customer_3,6389,398.74674
Headphones,Store,135.28,5.71,4,2023-10-13,Customer_1,5695,127.55551200000001
Running Shoes,Online,224.93,4.67,7,2023-09-24,Customer_2,5453,214.425769
Laptop,Online,480.99,7.21,2,2023-09-20,Customer_3,7696,446.310621
Air Purifier,Online,60.27,7.65,3,2023-10-26,Customer_1,399,55.659345
Novel,Promotions,225.63,3.12,3,2023-10-18,Customer_2,2774,218.590344
T-shirt,Promotions,238.19,5.18,6,2023-09-16,Customer_3,2706,225.851758
Novel,Promotions,117.59,6.29,5,2023-11-02,Customer_1,1993,110.193589
Bluetooth Speaker,Online,313.06,3.88,5,2023-11-13,Customer_2,8440,300.913272
Running Shoes,Gifts,458.37,1.5,3,2023-10-19,Customer_3,1048,451.49445000000003
Headphones,Promotions,176.54,8.7,10,2023-09-19,Customer_1,13,161.18102
Microwave,Store,239.29,7.46,9,2023-10-22,Customer_2,225,221.438966
Gaming Console,Store,391.91,4.49,6,2023-09-15,Customer_3,7290,374.313241
Smartphone,Store,483.27,8.28,9,2023-09-21,Customer_1,8994,443.255244
Desk Lamp,Gifts,76.11,7.7,3,2023-11-03,Customer_2,6082,70.24953
Gaming Console,Store,105.02,9.4,10,2023-11-10,Customer_3,8810,95.14811999999999
Candle Holder,Gifts,492.7,6.97,9,2023-09-29,Customer_1,1340,458.35881
Bluetooth Speaker,Gifts,145.65,1.04,5,2023-09-27,Customer_2,8909,144.13524
Laptop,Store,495.45,3.34,6,2023-09-28,Customer_3,6288,478.90197
Backpack,Gifts,481.04,2.85,2,2023-11-06,Customer_1,1261,467.33036000000004
Candle Holder,Store,242.57,8.87,7,2023-11-13,Customer_2,9893,221.05404099999998
Headphones,Promotions,72.3,2.6,6,2023-09-30,Customer_3,7252,70.4202
Travel Mug,Store,376.99,3.85,1,2023-11-11,Customer_1,8106,362.475885
Fitness Tracker,Store,314.57,3.8,2,2023-10-27,Customer_2,9416,302.61634
Digital Camera,Online,381.67,1.51,7,2023-10-17,Customer_3,4302,375.906783
Novel,Promotions,462.38,1.64,1,2023-11-10,Customer_1,6858,454.796968
Digital Camera,Promotions,487.14,8.38,8,2023-09-22,Customer_2,1800,446.31766799999997
Gaming Console,Promotions,416.76,2.34,1,2023-09-29,Customer_3,9511,407.007816
Fitness Tracker,Store,132.16,7.46,9,2023-10-28,Customer_1,8910,122.30086399999999
Travel Mug,Promotions,436.1,5.26,9,2023-10-28,Customer_2,5564,413.16114000000005
Coffee Maker,Store,495.7,7.41,7,2023-10-08,Customer_3,4831,458.96862999999996
Candle Holder,Promotions,370.21,4.66,8,2023-11-04,Customer_1,4233,352.958214
Backpack,Online,75.68,9.07,9,2023-11-07,Customer_2,3478,68.815824
Running Shoes,Store,119.51,1.84,2,2023-10-26,Customer_3,2441,117.31101600000001
Travel Mug,Promotions,160.7,4.62,3,2023-10-10,Customer_1,3529,153.27566
Digital Camera,Promotions,90.11,9.68,7,2023-10-27,Customer_2,2074,81.38735199999999
Candle Holder,Store,232.84,7.97,2,2023-11-01,Customer_3,7458,214.282652
Microwave,Store,403.01,2.76,5,2023-09-24,Customer_1,8251,391.88692399999996
Air Purifier,Gifts,232.32,7.83,9,2023-11-01,Customer_2,5666,214.129344
T-shirt,Gifts,290.69,4.29,7,2023-10-01,Customer_3,5437,278.219399
Laptop,Promotions,228.69,9.3,9,2023-10-11,Customer_1,3435,207.42183
Novel,Online,292.54,8.56,9,2023-10-30,Customer_2,6029,267.498576
Smartphone,Store,379.84,3.9,2,2023-10-08,Customer_3,6147,365.02624
Fitness Tracker,Store,473.45,8.12,5,2023-11-06,Customer_1,9371,435.00586
Candle Holder,Online,238.94,2.39,6,2023-11-07,Customer_2,5803,233.229334
Headphones,Gifts,214.26,9.46,4,2023-10-22,Customer_3,3347,193.99100399999998
Running Shoes,Online,438.18,8.71,1,2023-10-01,Customer_1,3852,400.014522
Sunglasses,Online,339.73,2.73,2,2023-09-26,Customer_2,1996,330.455371
Running Shoes,Store,456.87,2.98,3,2023-10-15,Customer_3,3448,443.255274
T-shirt,Online,494.17,2.19,8,2023-10-02,Customer_1,1673,483.34767700000003
Bluetooth Speaker,Online,176.18,7.98,1,2023-11-07,Customer_2,3736,162.120836
Candle Holder,Gifts,93.73,7.52,4,2023-11-11,Customer_3,1589,86.681504
Air Purifier,Promotions,429.59,2.64,1,2023-10-22,Customer_1,6914,418.24882399999996
Digital Camera,Online,413.94,5.15,4,2023-10-29,Customer_2,5385,392.62209
Digital Camera,Online,328.93,8.67,4,2023-10-22,Customer_3,3150,300.411769
Novel,Online,475.36,7.56,6,2023-10-04,Customer_1,6526,439.42278400000004
Smartphone,Gifts,450.74,3.21,4,2023-10-06,Customer_2,5179,436.271246
Bluetooth Speaker,Gifts,94.7,8.74,8,2023-09-21,Customer_3,2092,86.42322
Novel,Gifts,239.35,6.78,9,2023-10-19,Customer_1,2086,223.12207
Backpack,Store,481.03,5.15,9,2023-11-06,Customer_2,6897,456.25695499999995
Digital Camera,Gifts,378.52,9.75,7,2023-11-13,Customer_3,9100,341.61429999999996
Gaming Console,Online,327.02,2.62,5,2023-09-18,Customer_1,5554,318.452076
Smartphone,Online,241.61,5.99,10,2023-10-12,Customer_2,1255,227.137561
Air Purifier,Gifts,367.06,2.06,5,2023-10-07,Customer_3,8817,359.498564
Smartphone,Gifts,414.73,8.73,3,2023-10-23,Customer_1,8494,378.524071
Running Shoes,Online,348.31,3.79,6,2023-11-09,Customer_2,8256,335.109051
Gaming Console,Gifts,329.74,2.29,6,2023-11-12,Customer_3,9162,322.188954
Sunglasses,Online,289.89,8.49,3,2023-10-10,Customer_1,8733,265.27833899999996
Backpack,Gifts,320.5,1.94,7,2023-11-11,Customer_2,9219,314.2823
T-shirt,Online,185.94,6.99,7,2023-11-11,Customer_3,5125,172.942794
Candle Holder,Online,399.74,1.84,7,2023-11-06,Customer_1,32,392.384784
Headphones,Store,356.38,3.12,7,2023-11-13,Customer_2,9002,345.260944
Running Shoes,Gifts,476.51,2.68,10,2023-09-17,Customer_3,8644,463.739532
Laptop,Store,212.51,8.64,5,2023-10-03,Customer_1,7854,194.149136
Digital Camera,Online,353.52,2.93,6,2023-09-22,Customer_2,723,343.161864
Backpack,Online,130.98,9.7,6,2023-09-30,Customer_3,4538,118.27493999999999
Smartphone,Online,135.17,7.88,5,2023-10-16,Customer_1,8088,124.51860399999998
Desk Lamp,Promotions,76.34,7.69,9,2023-11-03,Customer_2,470,70.469454
Backpack,Gifts,241.62,1.45,6,2023-10-04,Customer_3,5107,238.11651
Gaming Console,Store,255.55,7.44,9,2023-11-03,Customer_1,1974,236.53708
Sunglasses,Store,231.63,2.03,5,2023-10-11,Customer_2,625,226.927911
Headphones,Gifts,130.79,9.93,4,2023-10-20,Customer_3,2123,117.80255299999999
Bluetooth Speaker,Store,233.48,3.35,3,2023-10-16,Customer_1,2503,225.65841999999998
Laptop,Gifts,70.71,9.29,1,2023-10-11,Customer_2,2594,64.141041
Bluetooth Speaker,Online,440.94,1.99,6,2023-10-27,Customer_3,386,432.165294
Headphones,Gifts,299.55,5.23,9,2023-10-18,Customer_1,8785,283.883535
Gaming Console,Online,462.21,1.27,9,2023-10-08,Customer_2,7739,456.339933
Running Shoes,Gifts,370.28,9.98,5,2023-09-25,Customer_3,9093,333.326056
Novel,Promotions,269.03,5.41,9,2023-09-24,Customer_1,1217,254.47547699999998
Digital Camera,Online,450.51,3.3,10,2023-09-18,Customer_2,1023,435.64317
Fitness Tracker,Gifts,497.5,2.32,1,2023-10-16,Customer_3,9330,485.958
Coffee Maker,Promotions,286.32,1.65,10,2023-09-18,Customer_1,2359,281.59572
Desk Lamp,Gifts,235.06,7.57,2,2023-10-14,Customer_2,8664,217.265958
Yoga Mat,Promotions,63.08,3.7,8,2023-10-16,Customer_3,4700,60.74604
Novel,Store,465.38,5.15,4,2023-09-27,Customer_1,9814,441.41293
T-shirt,Promotions,191.15,1.32,6,2023-10-08,Customer_2,9945,188.62682
Cookware Set,Store,475.55,4.9,2,2023-09-21,Customer_3,7880,452.24805000000003
Novel,Store,148.9,5.79,7,2023-11-09,Customer_1,1526,140.27869
Headphones,Gifts,99.5,6.35,3,2023-09-28,Customer_2,7666,93.18175
Smartphone,Promotions,59.5,3.86,5,2023-10-27,Customer_3,8939,57.2033
T-shirt,Promotions,128.25,2.56,8,2023-11-11,Customer_1,8500,124.9668
Backpack,Promotions,265.18,8.85,8,2023-10-20,Customer_2,7552,241.71157
Yoga Mat,Gifts,50.17,9.33,2,2023-10-16,Customer_3,4935,45.489139
Headphones,Promotions,198.24,1.11,1,2023-10-12,Customer_1,4704,196.039536
Desk Lamp,Promotions,230.42,3.93,8,2023-10-08,Customer_2,9826,221.36449399999998
Candle Holder,Online,151.9,2.46,1,2023-10-08,Customer_3,8188,148.16326
Headphones,Store,276.47,6.77,10,2023-11-11,Customer_1,4678,257.75298100000003
Bluetooth Speaker,Gifts,136.21,4.16,9,2023-10-04,Customer_2,8187,130.543664
Travel Mug,Online,127.65,5.23,6,2023-09-28,Customer_3,8550,120.973905
Novel,Online,433.47,9.67,7,2023-11-13,Customer_1,7203,391.553451
Microwave,Online,432.6,4.2,9,2023-10-23,Customer_2,5976,414.43080000000003
Coffee Maker,Promotions,485.08,1.12,3,2023-10-31,Customer_3,4105,479.64710399999996
Headphones,Store,358.95,8.93,1,2023-10-19,Customer_1,9436,326.895765
Smartphone,Online,56.45,2.52,4,2023-10-17,Customer_2,9135,55.027460000000005
Desk Lamp,Online,258.39,7.2,3,2023-10-15,Customer_3,9305,239.78591999999998
Desk Lamp,Gifts,263.76,6.24,4,2023-09-18,Customer_1,6285,247.301376
Bluetooth Speaker,Promotions,119.54,7.53,1,2023-09-26,Customer_2,328,110.538638
Microwave,Online,473.05,8.87,4,2023-11-05,Customer_3,3156,431.090465
Backpack,Store,88.59,8.35,5,2023-10-26,Customer_1,5207,81.192735
Bluetooth Speaker,Gifts,220.79,5.95,3,2023-10-22,Customer_2,907,207.652995
Microwave,Gifts,480.68,1.46,4,2023-10-08,Customer_3,7261,473.662072
Laptop,Gifts,319.05,5.57,4,2023-10-28,Customer_1,8882,301.278915
Fitness Tracker,Gifts,469.71,8.44,5,2023-09-15,Customer_2,9276,430.06647599999997
T-shirt,Store,210.05,6.1,2,2023-10-21,Customer_3,1924,197.23695
Running Shoes,Gifts,83.36,6.98,8,2023-11-01,Customer_1,5695,77.541472
Coffee Maker,Store,238.82,1.94,9,2023-09-21,Customer_2,931,234.186892
Yoga Mat,Store,51.34,9.17,9,2023-09-27,Customer_3,6655,46.632122
Air Purifier,Store,109.29,4.67,2,2023-11-01,Customer_1,4622,104.18615700000001
Smartphone,Online,338.67,3.08,9,2023-09-23,Customer_2,2769,328.238964
T-shirt,Gifts,250.44,2.14,4,2023-10-14,Customer_3,2366,245.080584
Microwave,Store,160.79,4.4,7,2023-10-08,Customer_1,7998,153.71524
Laptop,Gifts,332.35,4.71,6,2023-09-18,Customer_2,3584,316.696315
Cookware Set,Promotions,69.25,7.81,2,2023-10-07,Customer_3,5306,63.841575
Headphones,Store,391.67,8.97,1,2023-09-16,Customer_1,6840,356.537201
Running Shoes,Promotions,391.48,4.73,2,2023-10-14,Customer_2,8486,372.96299600000003
Laptop,Online,276.9,6.38,9,2023-11-09,Customer_3,5347,259.23377999999997
Air Purifier,Store,255.38,9.03,2,2023-09-28,Customer_1,1405,232.319186
Gaming Console,Online,283.11,9.58,2,2023-11-12,Customer_2,3681,255.988062
Travel Mug,Promotions,211.49,1.38,5,2023-09-25,Customer_3,8070,208.571438
Fitness Tracker,Store,124.02,1.1,2,2023-11-12,Customer_1,9728,122.65578
Laptop,Online,224.11,8.14,5,2023-10-21,Customer_2,8455,205.867446
Running Shoes,Promotions,165.3,6.88,1,2023-11-13,Customer_3,3944,153.92736000000002
Travel Mug,Online,358.96,7.28,7,2023-09-26,Customer_1,3885,332.82771199999996
Digital Camera,Promotions,428.04,6.62,6,2023-11-08,Customer_2,1298,399.703752
Travel Mug,Gifts,50.28,4.29,10,2023-09-17,Customer_3,4947,48.122988
Desk Lamp,Store,232.31,7.56,2,2023-10-30,Customer_1,96,214.747364
Candle Holder,Online,414.46,7.08,2,2023-10-13,Customer_2,6240,385.11623199999997
T-shirt,Gifts,471.04,9.73,6,2023-09-18,Customer_3,2800,425.207808
Desk Lamp,Store,254.0,5.54,5,2023-10-26,Customer_1,168,239.9284
Desk Lamp,Gifts,260.2,7.96,2,2023-09-18,Customer_2,9791,239.48808
Cookware Set,Gifts,95.93,9.39,1,2023-10-07,Customer_3,9950,86.922173
Travel Mug,Online,267.11,2.61,5,2023-11-06,Customer_1,7162,260.13842900000003
T-shirt,Online,499.89,2.7,3,2023-09-15,Customer_2,7251,486.39297
Smartphone,Gifts,255.65,1.66,9,2023-10-23,Customer_3,4810,251.40621000000002
Smartphone,Promotions,223.27,2.2,4,2023-11-09,Customer_1,9511,218.35806000000002
Digital Camera,Gifts,461.03,6.98,6,2023-11-10,Customer_2,5077,428.850106
Running Shoes,Store,193.33,4.67,8,2023-11-05,Customer_3,2435,184.301489
Air Purifier,Promotions,474.73,5.69,2,2023-11-05,Customer_1,4479,447.717863
Gaming Console,Store,110.34,8.01,1,2023-10-08,Customer_2,3276,101.501766
Microwave,Gifts,414.53,8.34,5,2023-10-28,Customer_3,152,379.958198
Candle Holder,Online,478.6,3.55,1,2023-11-04,Customer_1,6487,461.60970000000003
Candle Holder,Store,255.38,10.0,3,2023-11-07,Customer_2,7431,229.84199999999998
Candle Holder,Store,344.89,2.13,6,2023-09-20,Customer_3,3970,337.543843
Smartphone,Store,420.86,6.73,6,2023-11-04,Customer_1,7748,392.53612200000003
Bluetooth Speaker,Promotions,415.92,1.22,7,2023-11-01,Customer_2,9152,410.845776
Headphones,Gifts,152.27,7.06,1,2023-10-03,Customer_3,2433,141.51973800000002
Digital Camera,Gifts,106.22,9.85,2,2023-11-12,Customer_1,5455,95.75733
Smartphone,Online,413.64,1.42,3,2023-10-05,Customer_2,3196,407.76631199999997
Microwave,Store,271.38,1.72,2,2023-10-14,Customer_3,2592,266.712264
Backpack,Online,267.97,6.31,6,2023-09-18,Customer_1,7756,251.06109300000003
Novel,Promotions,415.56,9.02,10,2023-10-29,Customer_2,4354,378.076488
Candle Holder,Promotions,188.82,3.29,9,2023-09-21,Customer_3,3132,182.607822
Digital Camera,Store,98.28,2.72,8,2023-10-18,Customer_1,5734,95.606784
Backpack,Online,94.2,6.93,5,2023-10-05,Customer_2,4803,87.67194
Smartphone,Promotions,252.26,9.33,5,2023-09-15,Customer_3,6443,228.724142
Yoga Mat,Online,303.78,6.76,2,2023-10-02,Customer_1,2720,283.244472
Yoga Mat,Promotions,143.05,9.51,6,2023-10-12,Customer_2,5875,129.44594500000002
Running Shoes,Online,66.42,8.89,7,2023-11-11,Customer_3,6110,60.515262
Smartphone,Promotions,363.91,2.67,10,2023-11-12,Customer_1,9143,354.19360300000005
Candle Holder,Online,462.0,1.02,9,2023-09-28,Customer_2,4196,457.2876
Coffee Maker,Store,205.57,6.36,5,2023-10-17,Customer_3,8996,192.495748
Candle Holder,Promotions,303.31,1.4,1,2023-10-30,Customer_1,5679,299.06366
Air Purifier,Promotions,374.26,9.81,8,2023-11-02,Customer_2,4209,337.545094
Candle Holder,Promotions,336.33,4.75,4,2023-09-17,Customer_3,9289,320.35432499999996
Novel,Gifts,371.23,8.76,3,2023-10-17,Customer_1,114,338.710252
Digital Camera,Gifts,392.5,8.51,1,2023-11-11,Customer_2,4627,359.09825
Gaming Console,Promotions,264.04,7.1,6,2023-10-11,Customer_3,5858,245.29316000000003
Fitness Tracker,Gifts,251.17,6.55,2,2023-10-22,Customer_1,7648,234.71836499999998
Air Purifier,Gifts,374.37,8.44,7,2023-09-20,Customer_2,1369,342.773172
Backpack,Gifts,79.69,6.37,5,2023-10-15,Customer_3,4533,74.613747
Smartphone,Promotions,284.26,3.07,6,2023-10-03,Customer_1,3108,275.533218
Microwave,Online,462.23,8.63,10,2023-09-22,Customer_2,3442,422.33955100000003
Headphones,Promotions,178.58,1.86,2,2023-10-01,Customer_3,8250,175.25841200000002
Bluetooth Speaker,Store,91.02,7.31,5,2023-10-06,Customer_1,9331,84.366438
Fitness Tracker,Online,393.05,3.99,10,2023-09-25,Customer_2,2027,377.367305
Running Shoes,Store,374.38,7.94,7,2023-10-28,Customer_3,5562,344.654228
T-shirt,Online,463.45,7.4,9,2023-10-13,Customer_1,1178,429.1547
Air Purifier,Store,102.48,2.69,8,2023-11-09,Customer_2,8120,99.72328800000001
T-shirt,Gifts,299.64,7.39,8,2023-11-01,Customer_3,4438,277.496604
Novel,Promotions,447.19,3.85,3,2023-09-22,Customer_1,304,429.973185
Running Shoes,Online,85.62,5.82,5,2023-10-10,Customer_2,8404,80.636916
Yoga Mat,Online,321.07,9.97,10,2023-10-12,Customer_3,2348,289.059321
Coffee Maker,Store,211.97,9.85,10,2023-10-08,Customer_1,9735,191.090955
Backpack,Store,100.06,5.61,7,2023-09-30,Customer_2,4861,94.446634
T-shirt,Store,182.09,8.7,1,2023-10-21,Customer_3,7136,166.24817000000002
T-shirt,Promotions,423.93,3.63,7,2023-11-11,Customer_1,4962,408.541341
Backpack,Online,187.44,9.72,1,2023-10-12,Customer_2,7009,169.220832
Backpack,Online,291.42,1.01,10,2023-10-03,Customer_3,9260,288.47665800000004
Candle Holder,Promotions,357.81,7.08,1,2023-11-06,Customer_1,7364,332.477052
Gaming Console,Online,430.86,6.73,3,2023-10-07,Customer_2,5625,401.86312200000003
Running Shoes,Store,477.36,9.5,8,2023-09-29,Customer_3,5046,432.0108
Sunglasses,Store,305.5,3.35,4,2023-11-09,Customer_1,6972,295.26575
Desk Lamp,Gifts,132.18,3.9,8,2023-09-27,Customer_2,2219,127.02498
Headphones,Promotions,407.96,1.23,2,2023-11-10,Customer_3,8979,402.942092
Digital Camera,Online,232.16,4.34,6,2023-09-29,Customer_1,5349,222.08425599999998
Headphones,Gifts,244.4,2.8,2,2023-09-20,Customer_2,713,237.5568
Desk Lamp,Promotions,360.37,4.29,9,2023-09-16,Customer_3,7499,344.910127
Bluetooth Speaker,Promotions,191.85,1.23,2,2023-11-06,Customer_1,3703,189.490245
